birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,221,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,223,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,224,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,225,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,229,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,231,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,234,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,238,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,247,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,254,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,258,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,263,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,265,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,266,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,267,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,268,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,269,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,273,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,284,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,288,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,290,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,291,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,297,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,298,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,301,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,305,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,306,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,311,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,312,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,317,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,318,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,319,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,327,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,328,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,331,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,336,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,339,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,340,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,345,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,347,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,348,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,349,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,356,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,357,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,360,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,361,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,363,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,368,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,371,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,373,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,375,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,377,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,379,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,380,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,381,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,383,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,386,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,388,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,389,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,390,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,391,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,393,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,394,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,397,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,399,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,400,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,401,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,404,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,406,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,408,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,411,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,413,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,418,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,421,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,422,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,423,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,424,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,426,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,428,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,429,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,430,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,431,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,432,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,435,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,437,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,438,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,439,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,443,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,445,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,447,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,451,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,452,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,454,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,455,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,457,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,459,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,460,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,461,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,462,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,464,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,472,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,474,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,479,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,483,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,484,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,485,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,489,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,491,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,493,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,494,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,495,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,497,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,500,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,502,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,504,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,506,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,508,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,509,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,512,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,515,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,516,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,520,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,521,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,522,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,523,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,525,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,530,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,532,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,534,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,535,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,537,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,538,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,539,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,544,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,545,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,550,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,551,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,552,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,553,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,556,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,557,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,558,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,559,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,563,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,564,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,566,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,568,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,569,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,570,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,571,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,573,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,574,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,575,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,577,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,578,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,583,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,584,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,587,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,589,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,591,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,593,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,597,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,599,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,600,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,601,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,602,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,603,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,604,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,605,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,607,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,608,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,610,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,612,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,613,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,615,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,616,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,620,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,621,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,622,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,624,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,628,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,629,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,631,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,634,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,635,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,636,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,637,Organization,,,,,,,,,,,,,,False
