ALERT_ID,ACCOUNT_ID,CUSTOMER_ID,EVENT_DATE,ALERT_TYPE,ACCOUNT_TYPE,IS_SAR
6,39983,C_39983,20180426,fan_in,INDIVIDUAL,YES
7,18365,C_18365,20170101,fan_in,INDIVIDUAL,YES
7,2978,C_2978,20170101,fan_in,INDIVIDUAL,YES
7,41215,C_41215,20170413,fan_in,INDIVIDUAL,YES
7,14505,C_14505,20170603,fan_in,INDIVIDUAL,YES
7,39684,C_39684,20170724,fan_in,INDIVIDUAL,YES
7,33697,C_33697,20171103,fan_in,INDIVIDUAL,YES
8,34573,C_34573,20170101,fan_in,INDIVIDUAL,YES
8,11338,C_11338,20170101,fan_in,INDIVIDUAL,YES
8,979,C_979,20170130,fan_in,INDIVIDUAL,YES
8,7652,C_7652,20170228,fan_in,INDIVIDUAL,YES
8,2071,C_2071,20170329,fan_in,INDIVIDUAL,YES
8,27909,C_27909,20170427,fan_in,INDIVIDUAL,YES
8,43617,C_43617,20170526,fan_in,INDIVIDUAL,YES
8,29401,C_29401,20170624,fan_in,INDIVIDUAL,YES
9,15419,C_15419,20170101,fan_in,INDIVIDUAL,YES
9,725,C_725,20170101,fan_in,INDIVIDUAL,YES
9,26494,C_26494,20170104,fan_in,INDIVIDUAL,YES
9,9254,C_9254,20170107,fan_in,INDIVIDUAL,YES
9,31199,C_31199,20170110,fan_in,INDIVIDUAL,YES
9,2813,C_2813,20170113,fan_in,INDIVIDUAL,YES
9,8724,C_8724,20170116,fan_in,INDIVIDUAL,YES
9,43175,C_43175,20170119,fan_in,INDIVIDUAL,YES
9,38351,C_38351,20170122,fan_in,INDIVIDUAL,YES
10,407,C_407,20170101,fan_in,INDIVIDUAL,YES
10,3211,C_3211,20170101,fan_in,INDIVIDUAL,YES
10,14651,C_14651,20170112,fan_in,INDIVIDUAL,YES
10,34446,C_34446,20170123,fan_in,INDIVIDUAL,YES
10,1570,C_1570,20170203,fan_in,INDIVIDUAL,YES
10,44775,C_44775,20170214,fan_in,INDIVIDUAL,YES
10,6745,C_6745,20170225,fan_in,INDIVIDUAL,YES
11,29623,C_29623,20170102,fan_in,INDIVIDUAL,YES
11,3593,C_3593,20170102,fan_in,INDIVIDUAL,YES
11,17497,C_17497,20170507,fan_in,INDIVIDUAL,YES
11,36790,C_36790,20170909,fan_in,INDIVIDUAL,YES
11,12404,C_12404,20180112,fan_in,INDIVIDUAL,YES
11,19719,C_19719,20180517,fan_in,INDIVIDUAL,YES
12,25508,C_25508,20170101,fan_in,INDIVIDUAL,YES
12,4121,C_4121,20170101,fan_in,INDIVIDUAL,YES
12,26685,C_26685,20170423,fan_in,INDIVIDUAL,YES
12,5915,C_5915,20170813,fan_in,INDIVIDUAL,YES
12,4870,C_4870,20171203,fan_in,INDIVIDUAL,YES
12,35592,C_35592,20180325,fan_in,INDIVIDUAL,YES
13,39104,C_39104,20170101,fan_in,INDIVIDUAL,YES
13,782,C_782,20170101,fan_in,INDIVIDUAL,YES
13,49106,C_49106,20170113,fan_in,INDIVIDUAL,YES
13,25443,C_25443,20170125,fan_in,INDIVIDUAL,YES
13,6194,C_6194,20170206,fan_in,INDIVIDUAL,YES
13,1433,C_1433,20170218,fan_in,INDIVIDUAL,YES
13,35946,C_35946,20170302,fan_in,INDIVIDUAL,YES
13,27543,C_27543,20170314,fan_in,INDIVIDUAL,YES
14,36661,C_36661,20170103,fan_in,INDIVIDUAL,YES
14,3210,C_3210,20170103,fan_in,INDIVIDUAL,YES
14,136,C_136,20170415,fan_in,INDIVIDUAL,YES
14,14423,C_14423,20170726,fan_in,INDIVIDUAL,YES
14,33719,C_33719,20171105,fan_in,INDIVIDUAL,YES
15,5452,C_5452,20170101,fan_in,INDIVIDUAL,YES
15,11734,C_11734,20170101,fan_in,INDIVIDUAL,YES
15,33575,C_33575,20170313,fan_in,INDIVIDUAL,YES
15,45288,C_45288,20170523,fan_in,INDIVIDUAL,YES
15,43919,C_43919,20170802,fan_in,INDIVIDUAL,YES
15,29443,C_29443,20171222,fan_in,INDIVIDUAL,YES
15,4954,C_4954,20180303,fan_in,INDIVIDUAL,YES
15,9154,C_9154,20180513,fan_in,INDIVIDUAL,YES
16,10632,C_10632,20170102,fan_in,INDIVIDUAL,YES
16,11934,C_11934,20170102,fan_in,INDIVIDUAL,YES
16,13535,C_13535,20170118,fan_in,INDIVIDUAL,YES
16,30784,C_30784,20170203,fan_in,INDIVIDUAL,YES
16,49645,C_49645,20170219,fan_in,INDIVIDUAL,YES
16,24695,C_24695,20170307,fan_in,INDIVIDUAL,YES
16,28413,C_28413,20170323,fan_in,INDIVIDUAL,YES
17,9099,C_9099,20170101,fan_in,INDIVIDUAL,YES
17,1145,C_1145,20170101,fan_in,INDIVIDUAL,YES
17,43487,C_43487,20170222,fan_in,INDIVIDUAL,YES
17,29681,C_29681,20170606,fan_in,INDIVIDUAL,YES
17,25423,C_25423,20170728,fan_in,INDIVIDUAL,YES
17,33283,C_33283,20170918,fan_in,INDIVIDUAL,YES
18,38848,C_38848,20170102,fan_in,INDIVIDUAL,YES
18,634,C_634,20170102,fan_in,INDIVIDUAL,YES
18,34523,C_34523,20170112,fan_in,INDIVIDUAL,YES
18,10081,C_10081,20170122,fan_in,INDIVIDUAL,YES
18,25252,C_25252,20170201,fan_in,INDIVIDUAL,YES
18,35116,C_35116,20170211,fan_in,INDIVIDUAL,YES
18,8582,C_8582,20170221,fan_in,INDIVIDUAL,YES
19,10861,C_10861,20170101,fan_in,INDIVIDUAL,YES
19,1554,C_1554,20170101,fan_in,INDIVIDUAL,YES
19,36563,C_36563,20170319,fan_in,INDIVIDUAL,YES
19,3146,C_3146,20170604,fan_in,INDIVIDUAL,YES
19,6235,C_6235,20170820,fan_in,INDIVIDUAL,YES
19,14334,C_14334,20171105,fan_in,INDIVIDUAL,YES
19,43541,C_43541,20180121,fan_in,INDIVIDUAL,YES
19,12820,C_12820,20180408,fan_in,INDIVIDUAL,YES
19,16961,C_16961,20180624,fan_in,INDIVIDUAL,YES
20,32509,C_32509,20170101,fan_in,INDIVIDUAL,YES
20,11416,C_11416,20170101,fan_in,INDIVIDUAL,YES
20,30886,C_30886,20170113,fan_in,INDIVIDUAL,YES
20,44993,C_44993,20170125,fan_in,INDIVIDUAL,YES
20,21578,C_21578,20170206,fan_in,INDIVIDUAL,YES
20,5542,C_5542,20170218,fan_in,INDIVIDUAL,YES
20,42654,C_42654,20170302,fan_in,INDIVIDUAL,YES
20,8872,C_8872,20170314,fan_in,INDIVIDUAL,YES
21,35733,C_35733,20170101,fan_in,INDIVIDUAL,YES
21,1555,C_1555,20170101,fan_in,INDIVIDUAL,YES
21,36964,C_36964,20170210,fan_in,INDIVIDUAL,YES
21,41144,C_41144,20170322,fan_in,INDIVIDUAL,YES
21,23006,C_23006,20170501,fan_in,INDIVIDUAL,YES
21,22243,C_22243,20170720,fan_in,INDIVIDUAL,YES
21,45610,C_45610,20170829,fan_in,INDIVIDUAL,YES
21,14460,C_14460,20171008,fan_in,INDIVIDUAL,YES
22,17806,C_17806,20170101,fan_in,INDIVIDUAL,YES
22,300,C_300,20170101,fan_in,INDIVIDUAL,YES
22,49571,C_49571,20170107,fan_in,INDIVIDUAL,YES
22,15770,C_15770,20170113,fan_in,INDIVIDUAL,YES
22,8483,C_8483,20170119,fan_in,INDIVIDUAL,YES
22,47428,C_47428,20170125,fan_in,INDIVIDUAL,YES
22,27161,C_27161,20170131,fan_in,INDIVIDUAL,YES
22,33292,C_33292,20170206,fan_in,INDIVIDUAL,YES
22,14638,C_14638,20170212,fan_in,INDIVIDUAL,YES
22,43694,C_43694,20170218,fan_in,INDIVIDUAL,YES
23,8388,C_8388,20170102,fan_in,INDIVIDUAL,YES
23,1083,C_1083,20170102,fan_in,INDIVIDUAL,YES
23,23056,C_23056,20170119,fan_in,INDIVIDUAL,YES
23,21828,C_21828,20170205,fan_in,INDIVIDUAL,YES
23,3635,C_3635,20170222,fan_in,INDIVIDUAL,YES
23,33280,C_33280,20170311,fan_in,INDIVIDUAL,YES
23,6171,C_6171,20170328,fan_in,INDIVIDUAL,YES
23,22055,C_22055,20170414,fan_in,INDIVIDUAL,YES
24,9511,C_9511,20170101,fan_in,INDIVIDUAL,YES
24,561,C_561,20170101,fan_in,INDIVIDUAL,YES
24,40684,C_40684,20170206,fan_in,INDIVIDUAL,YES
24,28223,C_28223,20170314,fan_in,INDIVIDUAL,YES
24,37912,C_37912,20170419,fan_in,INDIVIDUAL,YES
24,42813,C_42813,20170525,fan_in,INDIVIDUAL,YES
24,415,C_415,20170630,fan_in,INDIVIDUAL,YES
24,26205,C_26205,20170805,fan_in,INDIVIDUAL,YES
24,29034,C_29034,20170910,fan_in,INDIVIDUAL,YES
25,37098,C_37098,20170101,fan_in,INDIVIDUAL,YES
25,3581,C_3581,20170101,fan_in,INDIVIDUAL,YES
25,19897,C_19897,20170315,fan_in,INDIVIDUAL,YES
25,41504,C_41504,20170527,fan_in,INDIVIDUAL,YES
25,12064,C_12064,20170808,fan_in,INDIVIDUAL,YES
25,23187,C_23187,20171020,fan_in,INDIVIDUAL,YES
25,22776,C_22776,20180101,fan_in,INDIVIDUAL,YES
25,37127,C_37127,20180315,fan_in,INDIVIDUAL,YES
25,37847,C_37847,20180527,fan_in,INDIVIDUAL,YES
26,39712,C_39712,20170102,fan_in,INDIVIDUAL,YES
26,467,C_467,20170102,fan_in,INDIVIDUAL,YES
26,13554,C_13554,20170205,fan_in,INDIVIDUAL,YES
26,9485,C_9485,20170414,fan_in,INDIVIDUAL,YES
26,35342,C_35342,20170621,fan_in,INDIVIDUAL,YES
26,39688,C_39688,20171001,fan_in,INDIVIDUAL,YES
27,45728,C_45728,20170101,fan_in,INDIVIDUAL,YES
27,2670,C_2670,20170101,fan_in,INDIVIDUAL,YES
27,23203,C_23203,20170212,fan_in,INDIVIDUAL,YES
27,2710,C_2710,20170326,fan_in,INDIVIDUAL,YES
27,47180,C_47180,20170507,fan_in,INDIVIDUAL,YES
27,24976,C_24976,20170618,fan_in,INDIVIDUAL,YES
27,42869,C_42869,20170730,fan_in,INDIVIDUAL,YES
27,3085,C_3085,20170910,fan_in,INDIVIDUAL,YES
27,25075,C_25075,20171022,fan_in,INDIVIDUAL,YES
28,17596,C_17596,20170101,fan_in,INDIVIDUAL,YES
28,2296,C_2296,20170101,fan_in,INDIVIDUAL,YES
28,29179,C_29179,20170422,fan_in,INDIVIDUAL,YES
28,7733,C_7733,20170811,fan_in,INDIVIDUAL,YES
28,15379,C_15379,20171130,fan_in,INDIVIDUAL,YES
28,34476,C_34476,20180710,fan_in,INDIVIDUAL,YES
29,22533,C_22533,20170101,fan_in,INDIVIDUAL,YES
29,244,C_244,20170101,fan_in,INDIVIDUAL,YES
29,43147,C_43147,20170103,fan_in,INDIVIDUAL,YES
29,31822,C_31822,20170105,fan_in,INDIVIDUAL,YES
29,20176,C_20176,20170107,fan_in,INDIVIDUAL,YES
29,10246,C_10246,20170109,fan_in,INDIVIDUAL,YES
29,30503,C_30503,20170111,fan_in,INDIVIDUAL,YES
29,47725,C_47725,20170113,fan_in,INDIVIDUAL,YES
29,29113,C_29113,20170115,fan_in,INDIVIDUAL,YES
29,46160,C_46160,20170117,fan_in,INDIVIDUAL,YES
30,44851,C_44851,20170101,fan_in,INDIVIDUAL,YES
30,3826,C_3826,20170101,fan_in,INDIVIDUAL,YES
30,16131,C_16131,20170108,fan_in,INDIVIDUAL,YES
30,33103,C_33103,20170115,fan_in,INDIVIDUAL,YES
30,31079,C_31079,20170122,fan_in,INDIVIDUAL,YES
30,5077,C_5077,20170129,fan_in,INDIVIDUAL,YES
30,38221,C_38221,20170205,fan_in,INDIVIDUAL,YES
30,2487,C_2487,20170212,fan_in,INDIVIDUAL,YES
31,31668,C_31668,20170102,fan_in,INDIVIDUAL,YES
31,4615,C_4615,20170102,fan_in,INDIVIDUAL,YES
31,19363,C_19363,20180530,fan_in,INDIVIDUAL,YES
32,9138,C_9138,20170101,fan_in,INDIVIDUAL,YES
32,4136,C_4136,20170101,fan_in,INDIVIDUAL,YES
32,16452,C_16452,20170115,fan_in,INDIVIDUAL,YES
32,26792,C_26792,20170129,fan_in,INDIVIDUAL,YES
32,38933,C_38933,20170212,fan_in,INDIVIDUAL,YES
32,44268,C_44268,20170226,fan_in,INDIVIDUAL,YES
32,38979,C_38979,20170312,fan_in,INDIVIDUAL,YES
32,12766,C_12766,20170326,fan_in,INDIVIDUAL,YES
32,39023,C_39023,20170409,fan_in,INDIVIDUAL,YES
33,25635,C_25635,20170101,fan_in,INDIVIDUAL,YES
33,2856,C_2856,20170101,fan_in,INDIVIDUAL,YES
33,10303,C_10303,20170131,fan_in,INDIVIDUAL,YES
33,26437,C_26437,20170302,fan_in,INDIVIDUAL,YES
33,41743,C_41743,20170401,fan_in,INDIVIDUAL,YES
33,33596,C_33596,20170501,fan_in,INDIVIDUAL,YES
33,33494,C_33494,20170531,fan_in,INDIVIDUAL,YES
33,7958,C_7958,20170630,fan_in,INDIVIDUAL,YES
33,29485,C_29485,20170730,fan_in,INDIVIDUAL,YES
33,39934,C_39934,20170829,fan_in,INDIVIDUAL,YES
34,17295,C_17295,20170103,fan_in,INDIVIDUAL,YES
34,12084,C_12084,20170103,fan_in,INDIVIDUAL,YES
34,6838,C_6838,20170811,fan_in,INDIVIDUAL,YES
34,15192,C_15192,20180319,fan_in,INDIVIDUAL,YES
35,7927,C_7927,20170101,fan_in,INDIVIDUAL,YES
35,11343,C_11343,20170101,fan_in,INDIVIDUAL,YES
35,41848,C_41848,20170405,fan_in,INDIVIDUAL,YES
35,45517,C_45517,20170708,fan_in,INDIVIDUAL,YES
35,24205,C_24205,20171010,fan_in,INDIVIDUAL,YES
35,12521,C_12521,20180112,fan_in,INDIVIDUAL,YES
35,13958,C_13958,20180416,fan_in,INDIVIDUAL,YES
36,17582,C_17582,20170101,fan_in,INDIVIDUAL,YES
36,3558,C_3558,20170101,fan_in,INDIVIDUAL,YES
36,3257,C_3257,20170221,fan_in,INDIVIDUAL,YES
36,9186,C_9186,20170603,fan_in,INDIVIDUAL,YES
36,45436,C_45436,20170913,fan_in,INDIVIDUAL,YES
36,11047,C_11047,20171224,fan_in,INDIVIDUAL,YES
37,8397,C_8397,20170103,fan_in,INDIVIDUAL,YES
37,2689,C_2689,20170103,fan_in,INDIVIDUAL,YES
37,35600,C_35600,20170310,fan_in,INDIVIDUAL,YES
37,36597,C_36597,20170515,fan_in,INDIVIDUAL,YES
37,13496,C_13496,20170720,fan_in,INDIVIDUAL,YES
38,29089,C_29089,20170102,fan_in,INDIVIDUAL,YES
38,11542,C_11542,20170102,fan_in,INDIVIDUAL,YES
38,4982,C_4982,20170306,fan_in,INDIVIDUAL,YES
38,19723,C_19723,20170508,fan_in,INDIVIDUAL,YES
38,11130,C_11130,20170710,fan_in,INDIVIDUAL,YES
38,13654,C_13654,20170911,fan_in,INDIVIDUAL,YES
38,33841,C_33841,20180115,fan_in,INDIVIDUAL,YES
39,48090,C_48090,20170101,fan_in,INDIVIDUAL,YES
39,11399,C_11399,20170101,fan_in,INDIVIDUAL,YES
39,26124,C_26124,20170121,fan_in,INDIVIDUAL,YES
39,6179,C_6179,20170210,fan_in,INDIVIDUAL,YES
39,13856,C_13856,20170302,fan_in,INDIVIDUAL,YES
39,1644,C_1644,20170322,fan_in,INDIVIDUAL,YES
40,19114,C_19114,20170101,fan_in,INDIVIDUAL,YES
40,11544,C_11544,20170101,fan_in,INDIVIDUAL,YES
40,28338,C_28338,20170330,fan_in,INDIVIDUAL,YES
40,20500,C_20500,20170922,fan_in,INDIVIDUAL,YES
40,43504,C_43504,20171219,fan_in,INDIVIDUAL,YES
40,10565,C_10565,20180613,fan_in,INDIVIDUAL,YES
40,35583,C_35583,20180909,fan_in,INDIVIDUAL,YES
41,41343,C_41343,20170101,fan_in,INDIVIDUAL,YES
41,1534,C_1534,20170101,fan_in,INDIVIDUAL,YES
41,37325,C_37325,20171030,fan_in,INDIVIDUAL,YES
42,42643,C_42643,20170101,fan_in,INDIVIDUAL,YES
42,669,C_669,20170101,fan_in,INDIVIDUAL,YES
42,40870,C_40870,20170117,fan_in,INDIVIDUAL,YES
42,28165,C_28165,20170202,fan_in,INDIVIDUAL,YES
42,18615,C_18615,20170218,fan_in,INDIVIDUAL,YES
42,6807,C_6807,20170306,fan_in,INDIVIDUAL,YES
42,20417,C_20417,20170407,fan_in,INDIVIDUAL,YES
43,3238,C_3238,20170101,fan_in,INDIVIDUAL,YES
43,3892,C_3892,20170101,fan_in,INDIVIDUAL,YES
43,18417,C_18417,20170403,fan_in,INDIVIDUAL,YES
43,7630,C_7630,20171004,fan_in,INDIVIDUAL,YES
43,26332,C_26332,20180104,fan_in,INDIVIDUAL,YES
43,14907,C_14907,20180406,fan_in,INDIVIDUAL,YES
43,4939,C_4939,20180707,fan_in,INDIVIDUAL,YES
44,44226,C_44226,20170101,fan_in,INDIVIDUAL,YES
44,3948,C_3948,20170101,fan_in,INDIVIDUAL,YES
44,29869,C_29869,20170421,fan_in,INDIVIDUAL,YES
44,7394,C_7394,20170809,fan_in,INDIVIDUAL,YES
44,8180,C_8180,20171127,fan_in,INDIVIDUAL,YES
44,49443,C_49443,20180317,fan_in,INDIVIDUAL,YES
45,42550,C_42550,20170102,fan_in,INDIVIDUAL,YES
45,250,C_250,20170102,fan_in,INDIVIDUAL,YES
45,39072,C_39072,20170325,fan_in,INDIVIDUAL,YES
45,15428,C_15428,20170905,fan_in,INDIVIDUAL,YES
45,44817,C_44817,20171126,fan_in,INDIVIDUAL,YES
45,22079,C_22079,20180216,fan_in,INDIVIDUAL,YES
45,1178,C_1178,20180509,fan_in,INDIVIDUAL,YES
45,13571,C_13571,20180730,fan_in,INDIVIDUAL,YES
46,40147,C_40147,20170101,fan_in,INDIVIDUAL,YES
46,262,C_262,20170101,fan_in,INDIVIDUAL,YES
46,46661,C_46661,20170520,fan_in,INDIVIDUAL,YES
46,14600,C_14600,20171006,fan_in,INDIVIDUAL,YES
46,12137,C_12137,20180222,fan_in,INDIVIDUAL,YES
47,545,C_545,20170102,fan_in,INDIVIDUAL,YES
47,11645,C_11645,20170102,fan_in,INDIVIDUAL,YES
47,23547,C_23547,20170323,fan_in,INDIVIDUAL,YES
47,35323,C_35323,20170830,fan_in,INDIVIDUAL,YES
47,41241,C_41241,20171118,fan_in,INDIVIDUAL,YES
47,25456,C_25456,20180206,fan_in,INDIVIDUAL,YES
47,37314,C_37314,20180427,fan_in,INDIVIDUAL,YES
47,35008,C_35008,20180716,fan_in,INDIVIDUAL,YES
48,3735,C_3735,20170412,fan_out,INDIVIDUAL,YES
48,25614,C_25614,20170412,fan_out,INDIVIDUAL,YES
48,30407,C_30407,20170516,fan_out,INDIVIDUAL,YES
49,346,C_346,20170101,fan_out,INDIVIDUAL,YES
49,3235,C_3235,20170101,fan_out,INDIVIDUAL,YES
49,29138,C_29138,20170219,fan_out,INDIVIDUAL,YES
49,5667,C_5667,20170318,fan_out,INDIVIDUAL,YES
49,22648,C_22648,20170421,fan_out,INDIVIDUAL,YES
49,15806,C_15806,20170520,fan_out,INDIVIDUAL,YES
49,46586,C_46586,20170616,fan_out,INDIVIDUAL,YES
49,44482,C_44482,20170814,fan_out,INDIVIDUAL,YES
49,17994,C_17994,20171128,fan_out,INDIVIDUAL,YES
50,4081,C_4081,20170112,fan_out,INDIVIDUAL,YES
50,27866,C_27866,20170112,fan_out,INDIVIDUAL,YES
50,45470,C_45470,20170113,fan_out,INDIVIDUAL,YES
50,22654,C_22654,20170127,fan_out,INDIVIDUAL,YES
50,3100,C_3100,20170318,fan_out,INDIVIDUAL,YES
50,33123,C_33123,20170609,fan_out,INDIVIDUAL,YES
50,8442,C_8442,20170617,fan_out,INDIVIDUAL,YES
50,49410,C_49410,20170708,fan_out,INDIVIDUAL,YES
50,4719,C_4719,20180418,fan_out,INDIVIDUAL,YES
51,1142,C_1142,20170121,fan_out,INDIVIDUAL,YES
51,19611,C_19611,20170121,fan_out,INDIVIDUAL,YES
51,13484,C_13484,20170220,fan_out,INDIVIDUAL,YES
51,42106,C_42106,20170729,fan_out,INDIVIDUAL,YES
51,43359,C_43359,20170810,fan_out,INDIVIDUAL,YES
51,527,C_527,20170822,fan_out,INDIVIDUAL,YES
51,11014,C_11014,20171123,fan_out,INDIVIDUAL,YES
51,7297,C_7297,20180625,fan_out,INDIVIDUAL,YES
52,1487,C_1487,20170426,fan_out,INDIVIDUAL,YES
52,29266,C_29266,20170426,fan_out,INDIVIDUAL,YES
52,44780,C_44780,20170526,fan_out,INDIVIDUAL,YES
52,40501,C_40501,20170816,fan_out,INDIVIDUAL,YES
52,36163,C_36163,20180722,fan_out,INDIVIDUAL,YES
52,8876,C_8876,20180730,fan_out,INDIVIDUAL,YES
52,3233,C_3233,20180919,fan_out,INDIVIDUAL,YES
53,3386,C_3386,20170216,fan_out,INDIVIDUAL,YES
53,13388,C_13388,20170216,fan_out,INDIVIDUAL,YES
53,34199,C_34199,20170406,fan_out,INDIVIDUAL,YES
53,398,C_398,20170712,fan_out,INDIVIDUAL,YES
54,11349,C_11349,20170530,fan_out,INDIVIDUAL,YES
54,39171,C_39171,20170530,fan_out,INDIVIDUAL,YES
54,31279,C_31279,20171026,fan_out,INDIVIDUAL,YES
54,35400,C_35400,20171214,fan_out,INDIVIDUAL,YES
54,26521,C_26521,20180501,fan_out,INDIVIDUAL,YES
55,11772,C_11772,20170224,fan_out,INDIVIDUAL,YES
55,4701,C_4701,20170224,fan_out,INDIVIDUAL,YES
55,26299,C_26299,20170504,fan_out,INDIVIDUAL,YES
55,41765,C_41765,20170522,fan_out,INDIVIDUAL,YES
55,42258,C_42258,20170531,fan_out,INDIVIDUAL,YES
56,1715,C_1715,20170311,fan_out,INDIVIDUAL,YES
56,24578,C_24578,20170311,fan_out,INDIVIDUAL,YES
56,40179,C_40179,20170502,fan_out,INDIVIDUAL,YES
56,33444,C_33444,20170510,fan_out,INDIVIDUAL,YES
56,28984,C_28984,20171019,fan_out,INDIVIDUAL,YES
57,730,C_730,20170312,fan_out,INDIVIDUAL,YES
57,25822,C_25822,20170312,fan_out,INDIVIDUAL,YES
57,39455,C_39455,20170327,fan_out,INDIVIDUAL,YES
57,38796,C_38796,20170408,fan_out,INDIVIDUAL,YES
57,17869,C_17869,20170429,fan_out,INDIVIDUAL,YES
57,12510,C_12510,20170604,fan_out,INDIVIDUAL,YES
57,2224,C_2224,20170811,fan_out,INDIVIDUAL,YES
58,3555,C_3555,20170508,fan_out,INDIVIDUAL,YES
58,25271,C_25271,20170508,fan_out,INDIVIDUAL,YES
58,31075,C_31075,20170522,fan_out,INDIVIDUAL,YES
58,47295,C_47295,20170525,fan_out,INDIVIDUAL,YES
58,8145,C_8145,20170625,fan_out,INDIVIDUAL,YES
58,21596,C_21596,20180424,fan_out,INDIVIDUAL,YES
59,3318,C_3318,20170113,fan_out,INDIVIDUAL,YES
59,31222,C_31222,20170113,fan_out,INDIVIDUAL,YES
59,22910,C_22910,20170117,fan_out,INDIVIDUAL,YES
59,36415,C_36415,20170311,fan_out,INDIVIDUAL,YES
59,44555,C_44555,20170328,fan_out,INDIVIDUAL,YES
59,8676,C_8676,20170907,fan_out,INDIVIDUAL,YES
59,29181,C_29181,20170915,fan_out,INDIVIDUAL,YES
60,4281,C_4281,20170512,fan_out,INDIVIDUAL,YES
60,24630,C_24630,20170512,fan_out,INDIVIDUAL,YES
60,41834,C_41834,20170807,fan_out,INDIVIDUAL,YES
60,31398,C_31398,20171118,fan_out,INDIVIDUAL,YES
61,3025,C_3025,20170202,fan_out,INDIVIDUAL,YES
61,47010,C_47010,20170202,fan_out,INDIVIDUAL,YES
61,46550,C_46550,20170226,fan_out,INDIVIDUAL,YES
61,44231,C_44231,20170407,fan_out,INDIVIDUAL,YES
61,38050,C_38050,20170409,fan_out,INDIVIDUAL,YES
61,39747,C_39747,20170607,fan_out,INDIVIDUAL,YES
62,608,C_608,20170403,fan_out,INDIVIDUAL,YES
62,44799,C_44799,20170403,fan_out,INDIVIDUAL,YES
62,39547,C_39547,20171006,fan_out,INDIVIDUAL,YES
62,16033,C_16033,20180209,fan_out,INDIVIDUAL,YES
62,19565,C_19565,20180528,fan_out,INDIVIDUAL,YES
62,13073,C_13073,20180820,fan_out,INDIVIDUAL,YES
63,428,C_428,20170219,fan_out,INDIVIDUAL,YES
63,33402,C_33402,20170219,fan_out,INDIVIDUAL,YES
63,2701,C_2701,20170424,fan_out,INDIVIDUAL,YES
63,50006,C_50006,20170426,fan_out,INDIVIDUAL,YES
63,17970,C_17970,20170622,fan_out,INDIVIDUAL,YES
63,27101,C_27101,20171006,fan_out,INDIVIDUAL,YES
63,45984,C_45984,20180126,fan_out,INDIVIDUAL,YES
64,951,C_951,20170503,fan_out,INDIVIDUAL,YES
64,13215,C_13215,20170503,fan_out,INDIVIDUAL,YES
